
18:58,Amy Reynolds,drinks
18:58,Donald Herrera,dairy
18:58,Ariel Sparks,dairy
18:58,Michael Meyer,fruit
18:58,Christopher Gomez,dairy
18:58,Cassandra Gross,checkout
18:58,Lisa Kennedy,dairy
18:58,Holly Lee,checkout
18:58,Colton Roberts,drinks
18:58,Amy Reynolds,drinks
18:58,Donald Herrera,dairy
18:58,Ariel Sparks,dairy
18:58,Michael Meyer,fruit
18:58,Christopher Gomez,dairy
18:58,Robert Weaver,dairy
18:58,Kimberly Johnson,fruit
18:58,Donna Ponce,spices
18:58,Lisa Kennedy,dairy
18:58,Colton Roberts,drinks
18:58,Amy Reynolds,fruit
18:58,Donald Herrera,dairy
18:58,Ariel Sparks,drinks
18:58,Michael Meyer,fruit
18:58,Christopher Gomez,checkout
18:58,Robert Weaver,dairy
18:58,Kimberly Johnson,fruit
18:58,Donna Ponce,dairy
18:58,Annette Raymond,dairy
18:58,Lisa Kennedy,dairy
18:58,Colton Roberts,drinks
18:58,Amy Reynolds,fruit
18:58,Donald Herrera,spices
18:58,Ariel Sparks,drinks
18:58,Michael Meyer,fruit
18:58,Robert Weaver,dairy
18:58,Kimberly Johnson,checkout
18:58,Donna Ponce,spices
18:58,Annette Raymond,dairy
18:58,Richard Rojas,fruit
18:58,Jon Hunter,dairy
18:58,Lisa Kennedy,fruit
18:58,Colton Roberts,drinks
18:58,Amy Reynolds,fruit
18:58,Donald Herrera,dairy
18:58,Ariel Sparks,spices
18:58,Michael Meyer,drinks
18:58,Robert Weaver,checkout
18:58,Donna Ponce,checkout
18:58,Annette Raymond,dairy
18:58,Richard Rojas,fruit
18:58,Jon Hunter,dairy
18:58,Hannah Kerr,drinks
18:58,Jonathan Dillon,fruit
18:58,Lisa Kennedy,fruit
18:58,Colton Roberts,checkout
18:58,Amy Reynolds,fruit
18:58,Donald Herrera,dairy
18:58,Ariel Sparks,spices
18:58,Michael Meyer,drinks
18:58,Donna Ponce,checkout
18:58,Annette Raymond,spices
18:58,Richard Rojas,fruit
18:58,Jon Hunter,fruit
18:58,Hannah Kerr,drinks
18:58,Jonathan Dillon,drinks
18:58,Brian Gomez,dairy
18:58,Stephanie Riley,fruit
18:58,Jo Smith,drinks
18:58,Lisa Kennedy,fruit
18:58,Amy Reynolds,fruit
18:58,Donald Herrera,dairy
18:58,Ariel Sparks,drinks
18:58,Michael Meyer,checkout
18:58,Annette Raymond,drinks
18:58,Richard Rojas,fruit
18:58,Jon Hunter,checkout
18:58,Hannah Kerr,drinks
18:58,Jonathan Dillon,drinks
18:58,Brian Gomez,checkout
18:58,Stephanie Riley,fruit
18:58,Jo Smith,drinks
18:58,Brian Mooney,dairy
